Exp,Year,Plot,Treatment,Date,Species,Percent Cover
E244,2012,98,Control,8/23/12,Aristida basiramea,25
E244,2012,98,Control,8/23/12,Asclepias tuberosa,1
E244,2012,98,Control,8/23/12,Bare ground,26
E244,2012,98,Control,8/23/12,Mosses,20
E244,2012,98,Control,8/23/12,Mosses 2,20
E244,2012,98,Control,8/23/12,Panicum virgatum,1
E244,2012,98,Control,8/23/12,Rumex acetosella,4
E244,2012,98,Control,8/23/12,Taraxicum officinalis,3
E244,2012,99,FoliarFungicide,8/23/12,Aristida basiramea,5
E244,2012,99,FoliarFungicide,8/23/12,Bare ground,64
E244,2012,99,FoliarFungicide,8/23/12,Crepis tectorum,3
E244,2012,99,FoliarFungicide,8/23/12,Cyperus sp.,2
E244,2012,99,FoliarFungicide,8/23/12,Mosses 2,4
E244,2012,99,FoliarFungicide,8/23/12,Panicum virgatum,4
E244,2012,99,FoliarFungicide,8/23/12,Poa pratensis,5
E244,2012,99,FoliarFungicide,8/23/12,Sorghastrum nutans,12
E244,2012,99,FoliarFungicide,8/23/12,Taraxicum officinalis,1
E244,2012,100,SoilDrenchFungicide,8/23/12,Aristida basiramea,8
E244,2012,100,SoilDrenchFungicide,8/23/12,Bare ground,53
E244,2012,100,SoilDrenchFungicide,8/23/12,Mosses 2,10
E244,2012,100,SoilDrenchFungicide,8/23/12,Panicum virgatum,25
E244,2012,100,SoilDrenchFungicide,8/23/12,Petalostemum candidum,1
E244,2012,100,SoilDrenchFungicide,8/23/12,Sorghastrum nutans,2
E244,2012,100,SoilDrenchFungicide,8/23/12,Taraxicum officinalis,1
E244,2012,101,SoilDrenchFungicide,8/23/12,Andropogon gerardi,2
E244,2012,101,SoilDrenchFungicide,8/23/12,Aristida basiramea,30
E244,2012,101,SoilDrenchFungicide,8/23/12,Bare ground,18
E244,2012,101,SoilDrenchFungicide,8/23/12,Liatris aspera,25
E244,2012,101,SoilDrenchFungicide,8/23/12,Petalostemum purpureum,25
E244,2012,102,AllPesticides,8/23/12,Aristida basiramea,5
E244,2012,102,AllPesticides,8/23/12,Bare ground,25
E244,2012,102,AllPesticides,8/23/12,Bouteloua gracilis,3
E244,2012,102,AllPesticides,8/23/12,Liatris aspera,8
E244,2012,102,AllPesticides,8/23/12,Petalostemum purpureum,55
E244,2012,102,AllPesticides,8/23/12,Poa pratensis,4
E244,2012,103,FoliarFungicide,8/23/12,Aristida basiramea,25
E244,2012,103,FoliarFungicide,8/23/12,Bare ground,8
E244,2012,103,FoliarFungicide,8/23/12,Liatris aspera,12
E244,2012,103,FoliarFungicide,8/23/12,Mosses 2,20
E244,2012,103,FoliarFungicide,8/23/12,Petalostemum purpureum,35
E244,2012,104,Control,8/23/12,Andropogon gerardi,5
E244,2012,104,Control,8/23/12,Bare ground,40
E244,2012,104,Control,8/23/12,Liatris aspera,25
E244,2012,104,Control,8/23/12,Petalostemum purpureum,20
E244,2012,104,Control,8/23/12,Schizachyrium scoparium,10
E244,2012,105,Insecticide,8/23/12,Aristida basiramea,6
E244,2012,105,Insecticide,8/23/12,Bare ground,33
E244,2012,105,Insecticide,8/23/12,Liatris aspera,25
E244,2012,105,Insecticide,8/23/12,Mosses 2,8
E244,2012,105,Insecticide,8/23/12,Petalostemum purpureum,15
E244,2012,105,Insecticide,8/23/12,Schizachyrium scoparium,8
E244,2012,105,Insecticide,8/23/12,Sorghastrum nutans,5
E244,2012,106,SoilDrenchFungicide,8/23/12,Aristida basiramea,20
E244,2012,106,SoilDrenchFungicide,8/23/12,Bare ground,56
E244,2012,106,SoilDrenchFungicide,8/23/12,Cyperus sp.,3
E244,2012,106,SoilDrenchFungicide,8/23/12,Digitaria sp.,8
E244,2012,106,SoilDrenchFungicide,8/23/12,Euphorbia glyptosperma,1
E244,2012,106,SoilDrenchFungicide,8/23/12,Mosses 2,10
E244,2012,106,SoilDrenchFungicide,8/23/12,Rumex acetosella,2
E244,2012,107,Control,8/23/12,Aristida basiramea,5
E244,2012,107,Control,8/23/12,Bare ground,67
E244,2012,107,Control,8/23/12,Crepis tectorum,1
E244,2012,107,Control,8/23/12,Cyperus sp.,3
E244,2012,107,Control,8/23/12,Digitaria sp.,15
E244,2012,107,Control,8/23/12,Mosses 2,8
E244,2012,107,Control,8/23/12,Taraxicum officinalis,1
E244,2012,108,Insecticide,8/23/12,Aristida basiramea,10
E244,2012,108,Insecticide,8/23/12,Bare ground,39
E244,2012,108,Insecticide,8/23/12,Cyperus sp.,2
E244,2012,108,Insecticide,8/23/12,Digitaria sp.,18
E244,2012,108,Insecticide,8/23/12,Euphorbia glyptosperma,1
E244,2012,108,Insecticide,8/23/12,Mosses,3
E244,2012,108,Insecticide,8/23/12,Mosses 2,25
E244,2012,108,Insecticide,8/23/12,Taraxicum officinalis,2
E244,2012,109,AllPesticides,8/23/12,Aristida basiramea,12
E244,2012,109,AllPesticides,8/23/12,Bare ground,24
E244,2012,109,AllPesticides,8/23/12,Cyperus sp.,5
E244,2012,109,AllPesticides,8/23/12,Digitaria sp.,13
E244,2012,109,AllPesticides,8/23/12,Euphorbia glyptosperma,1
E244,2012,109,AllPesticides,8/23/12,Mosses,10
E244,2012,109,AllPesticides,8/23/12,Mosses 2,30
E244,2012,109,AllPesticides,8/23/12,Rumex acetosella,1
E244,2012,109,AllPesticides,8/23/12,Taraxicum officinalis,4
E244,2012,110,FoliarFungicide,8/23/12,Aristida basiramea,3
E244,2012,110,FoliarFungicide,8/23/12,Bare ground,61
E244,2012,110,FoliarFungicide,8/23/12,Crepis tectorum,2
E244,2012,110,FoliarFungicide,8/23/12,Cyperus sp.,2
E244,2012,110,FoliarFungicide,8/23/12,Digitaria sp.,13
E244,2012,110,FoliarFungicide,8/23/12,Mosses,5
E244,2012,110,FoliarFungicide,8/23/12,Mosses 2,10
E244,2012,110,FoliarFungicide,8/23/12,Physalis virginiana,2
E244,2012,110,FoliarFungicide,8/23/12,Taraxicum officinalis,2
E244,2012,111,FoliarFungicide,8/23/12,Andropogon gerardi,3
E244,2012,111,FoliarFungicide,8/23/12,Bare ground,5
E244,2012,111,FoliarFungicide,8/23/12,Bouteloua gracilis,20
E244,2012,111,FoliarFungicide,8/23/12,Coreopsis palmata,13
E244,2012,111,FoliarFungicide,8/23/12,Lespedeza capitata,2
E244,2012,111,FoliarFungicide,8/23/12,Liatris aspera,8
E244,2012,111,FoliarFungicide,8/23/12,Lupinus perennis,8
E244,2012,111,FoliarFungicide,8/23/12,Mosses,3
E244,2012,111,FoliarFungicide,8/23/12,Mosses 2,18
E244,2012,111,FoliarFungicide,8/23/12,Petalostemum candidum,2
E244,2012,111,FoliarFungicide,8/23/12,Petalostemum purpureum,12
E244,2012,111,FoliarFungicide,8/23/12,Schizachyrium scoparium,6
E244,2012,112,SoilDrenchFungicide,8/23/12,Bare ground,28
E244,2012,112,SoilDrenchFungicide,8/23/12,Bouteloua curtipendula,3
E244,2012,112,SoilDrenchFungicide,8/23/12,Koeleria cristata,5
E244,2012,112,SoilDrenchFungicide,8/23/12,Lespedeza capitata,2
E244,2012,112,SoilDrenchFungicide,8/23/12,Lupinus perennis,2
E244,2012,112,SoilDrenchFungicide,8/23/12,Petalostemum purpureum,15
E244,2012,112,SoilDrenchFungicide,8/23/12,Poa pratensis,5
E244,2012,112,SoilDrenchFungicide,8/23/12,Schizachyrium scoparium,20
E244,2012,112,SoilDrenchFungicide,8/23/12,Soldago nemoralis,10
E244,2012,112,SoilDrenchFungicide,8/23/12,Sorghastrum nutans,10
E244,2012,113,AllPesticides,8/23/12,Amorpha canescens,7
E244,2012,113,AllPesticides,8/23/12,Andropogon gerardi,10
E244,2012,113,AllPesticides,8/23/12,Bare ground,11
E244,2012,113,AllPesticides,8/23/12,Coreopsis palmata,3
E244,2012,113,AllPesticides,8/23/12,Koeleria cristata,3
E244,2012,113,AllPesticides,8/23/12,Liatris aspera,10
E244,2012,113,AllPesticides,8/23/12,Lupinus perennis,4
E244,2012,113,AllPesticides,8/23/12,Panicum oligosanthes,4
E244,2012,113,AllPesticides,8/23/12,Petalostemum purpureum,7
E244,2012,113,AllPesticides,8/23/12,Petalostemum villosum,9
E244,2012,113,AllPesticides,8/23/12,Poa pratensis,7
E244,2012,113,AllPesticides,8/23/12,Schizachyrium scoparium,25
E244,2012,114,Control,8/23/12,Amorpha canescens,10
E244,2012,114,Control,8/23/12,Andropogon gerardi,25
E244,2012,114,Control,8/23/12,Bare ground,23
E244,2012,114,Control,8/23/12,Bouteloua gracilis,10
E244,2012,114,Control,8/23/12,Lespedeza capitata,3
E244,2012,114,Control,8/23/12,Liatris aspera,7
E244,2012,114,Control,8/23/12,Mosses,8
E244,2012,114,Control,8/23/12,Panicum virgatum,6
E244,2012,114,Control,8/23/12,Poa pratensis,5
E244,2012,114,Control,8/23/12,Schizachyrium scoparium,3
E244,2012,115,Insecticide,8/23/12,Andropogon gerardi,20
E244,2012,115,Insecticide,8/23/12,Bare ground,13
E244,2012,115,Insecticide,8/23/12,Koeleria cristata,8
E244,2012,115,Insecticide,8/23/12,Lespedeza capitata,3
E244,2012,115,Insecticide,8/23/12,Petalostemum purpureum,3
E244,2012,115,Insecticide,8/23/12,Petalostemum villosum,8
E244,2012,115,Insecticide,8/23/12,Poa pratensis,20
E244,2012,115,Insecticide,8/23/12,Schizachyrium scoparium,25
E244,2012,116,SoilDrenchFungicide,8/23/12,Andropogon gerardi,10
E244,2012,116,SoilDrenchFungicide,8/23/12,Bare ground,8
E244,2012,116,SoilDrenchFungicide,8/23/12,Koeleria cristata,5
E244,2012,116,SoilDrenchFungicide,8/23/12,Liatris aspera,5
E244,2012,116,SoilDrenchFungicide,8/23/12,Petalostemum purpureum,7
E244,2012,116,SoilDrenchFungicide,8/23/12,Poa pratensis,25
E244,2012,116,SoilDrenchFungicide,8/23/12,Schizachyrium scoparium,35
E244,2012,116,SoilDrenchFungicide,8/23/12,Solidago rigida,5
E244,2012,117,FoliarFungicide,8/23/12,Andropogon gerardi,35
E244,2012,117,FoliarFungicide,8/23/12,Bare ground,6
E244,2012,117,FoliarFungicide,8/23/12,Koeleria cristata,7
E244,2012,117,FoliarFungicide,8/23/12,Lespedeza capitata,3
E244,2012,117,FoliarFungicide,8/23/12,Lupinus perennis,5
E244,2012,117,FoliarFungicide,8/23/12,Monarda fistulosa,2
E244,2012,117,FoliarFungicide,8/23/12,Oxybaphus hirsutus,2
E244,2012,117,FoliarFungicide,8/23/12,Petalostemum purpureum,10
E244,2012,117,FoliarFungicide,8/23/12,Poa pratensis,10
E244,2012,117,FoliarFungicide,8/23/12,Schizachyrium scoparium,20
E244,2012,118,Control,8/23/12,Andropogon gerardi,9
E244,2012,118,Control,8/23/12,Bare ground,5
E244,2012,118,Control,8/23/12,Lespedeza capitata,3
E244,2012,118,Control,8/23/12,Lupinus perennis,10
E244,2012,118,Control,8/23/12,Oxybaphus hirsutus,2
E244,2012,118,Control,8/23/12,Panicum oligosanthes,1
E244,2012,118,Control,8/23/12,Panicum virgatum,10
E244,2012,118,Control,8/23/12,Petalostemum purpureum,20
E244,2012,118,Control,8/23/12,Schizachyrium scoparium,15
E244,2012,118,Control,8/23/12,Sorghastrum nutans,25
E244,2012,119,AllPesticides,8/23/12,Achillea millefolium,8
E244,2012,119,AllPesticides,8/23/12,Andropogon gerardi,22
E244,2012,119,AllPesticides,8/23/12,Koeleria cristata,2
E244,2012,119,AllPesticides,8/23/12,Lupinus perennis,30
E244,2012,119,AllPesticides,8/23/12,Petalostemum purpureum,5
E244,2012,119,AllPesticides,8/23/12,Poa pratensis,5
E244,2012,119,AllPesticides,8/23/12,Schizachyrium scoparium,15
E244,2012,119,AllPesticides,8/23/12,Solidago rigida,8
E244,2012,119,AllPesticides,8/23/12,Sorghastrum nutans,5
E244,2012,120,Insecticide,8/23/12,Achillea millefolium,8
E244,2012,120,Insecticide,8/23/12,Amorpha canescens,14
E244,2012,120,Insecticide,8/23/12,Andropogon gerardi,3
E244,2012,120,Insecticide,8/23/12,Lespedeza capitata,4
E244,2012,120,Insecticide,8/23/12,Lupinus perennis,10
E244,2012,120,Insecticide,8/23/12,Monarda fistulosa,1
E244,2012,120,Insecticide,8/23/12,Petalostemum purpureum,5
E244,2012,120,Insecticide,8/23/12,Poa pratensis,15
E244,2012,120,Insecticide,8/23/12,Schizachyrium scoparium,25
E244,2012,120,Insecticide,8/23/12,Sorghastrum nutans,15
E244,2012,121,SoilDrenchFungicide,8/23/12,Andropogon gerardi,6
E244,2012,121,SoilDrenchFungicide,8/23/12,Bare ground,19
E244,2012,121,SoilDrenchFungicide,8/23/12,Bouteloua gracilis,6
E244,2012,121,SoilDrenchFungicide,8/23/12,Cyperus sp.,3
E244,2012,121,SoilDrenchFungicide,8/23/12,Lupinus perennis,3
E244,2012,121,SoilDrenchFungicide,8/23/12,Mosses 2,30
E244,2012,121,SoilDrenchFungicide,8/23/12,Panicum oligosanthes,1
E244,2012,121,SoilDrenchFungicide,8/23/12,Petalostemum purpureum,12
E244,2012,121,SoilDrenchFungicide,8/23/12,Schizachyrium scoparium,20
E244,2012,122,FoliarFungicide,8/23/12,Agropyron smithii,2
E244,2012,122,FoliarFungicide,8/23/12,Bare ground,57
E244,2012,122,FoliarFungicide,8/23/12,Crepis tectorum,3
E244,2012,122,FoliarFungicide,8/23/12,Cyperus sp.,15
E244,2012,122,FoliarFungicide,8/23/12,Lupinus perennis,5
E244,2012,122,FoliarFungicide,8/23/12,Mosses 2,5
E244,2012,122,FoliarFungicide,8/23/12,Sorghastrum nutans,10
E244,2012,122,FoliarFungicide,8/23/12,Sporobolus cryptandrus,3
E244,2012,123,Control,8/23/12,Agropyron smithii,2
E244,2012,123,Control,8/23/12,Bare ground,36
E244,2012,123,Control,8/23/12,Cyperus sp.,5
E244,2012,123,Control,8/23/12,Leptoloma cognatum,5
E244,2012,123,Control,8/23/12,Lupinus perennis,2
E244,2012,123,Control,8/23/12,Mollugo verticillata,1
E244,2012,123,Control,8/23/12,Mosses 2,25
E244,2012,123,Control,8/23/12,Sorghastrum nutans,6
E244,2012,123,Control,8/23/12,Sporobolus cryptandrus,6
E244,2012,123,Control,8/23/12,Taraxicum officinalis,2
E244,2012,124,Insecticide,8/23/12,Achillea millefolium,2
E244,2012,124,Insecticide,8/23/12,Agropyron smithii,2
E244,2012,124,Insecticide,8/23/12,Aristida basiramea,10
E244,2012,124,Insecticide,8/23/12,Bare ground,45
E244,2012,124,Insecticide,8/23/12,Cyperus sp.,5
E244,2012,124,Insecticide,8/23/12,Leptoloma cognatum,10
E244,2012,124,Insecticide,8/23/12,Lespedeza capitata,1
E244,2012,124,Insecticide,8/23/12,Schizachyrium scoparium,10
E244,2012,124,Insecticide,8/23/12,Sorghastrum nutans,15
E244,2012,125,AllPesticides,8/23/12,Agropyron smithii,2
E244,2012,125,AllPesticides,8/23/12,Aristida basiramea,15
E244,2012,125,AllPesticides,8/23/12,Bouteloua gracilis,24
E244,2012,125,AllPesticides,8/23/12,Carex sp.,1
E244,2012,125,AllPesticides,8/23/12,Cyperus sp.,1
E244,2012,125,AllPesticides,8/23/12,Lupinus perennis,15
E244,2012,125,AllPesticides,8/23/12,Mosses,8
E244,2012,125,AllPesticides,8/23/12,Mosses 2,8
E244,2012,125,AllPesticides,8/23/12,Physalis virginiana,1
E244,2012,125,AllPesticides,8/23/12,Sorghastrum nutans,25
E244,2012,126,Control,8/23/12,Andropogon gerardi,8
E244,2012,126,Control,8/23/12,Bare ground,6
E244,2012,126,Control,8/23/12,Petalostemum purpureum,8
E244,2012,126,Control,8/23/12,Petalostemum villosum,2
E244,2012,126,Control,8/23/12,Poa pratensis,15
E244,2012,126,Control,8/23/12,Schizachyrium scoparium,30
E244,2012,126,Control,8/23/12,Soldago nemoralis,13
E244,2012,126,Control,8/23/12,Solidago rigida,12
E244,2012,126,Control,8/23/12,Sorghastrum nutans,6
E244,2012,127,AllPesticides,8/23/12,Koeleria cristata,4
E244,2012,127,AllPesticides,8/23/12,Lespedeza capitata,5
E244,2012,127,AllPesticides,8/23/12,Liatris aspera,3
E244,2012,127,AllPesticides,8/23/12,Lupinus perennis,25
E244,2012,127,AllPesticides,8/23/12,Petalostemum purpureum,15
E244,2012,127,AllPesticides,8/23/12,Poa pratensis,3
E244,2012,127,AllPesticides,8/23/12,Schizachyrium scoparium,30
E244,2012,127,AllPesticides,8/23/12,Soldago nemoralis,10
E244,2012,127,AllPesticides,8/23/12,Solidago rigida,5
E244,2012,128,SoilDrenchFungicide,8/23/12,Amorpha canescens,3
E244,2012,128,SoilDrenchFungicide,8/23/12,Andropogon gerardi,4
E244,2012,128,SoilDrenchFungicide,8/23/12,Asclepias tuberosa,1
E244,2012,128,SoilDrenchFungicide,8/23/12,Bare ground,12
E244,2012,128,SoilDrenchFungicide,8/23/12,Lespedeza capitata,1
E244,2012,128,SoilDrenchFungicide,8/23/12,Liatris aspera,1
E244,2012,128,SoilDrenchFungicide,8/23/12,Lupinus perennis,6
E244,2012,128,SoilDrenchFungicide,8/23/12,Soldago nemoralis,12
E244,2012,128,SoilDrenchFungicide,8/23/12,Sorghastrum nutans,60
E244,2012,129,FoliarFungicide,8/23/12,Amorpha canescens,30
E244,2012,129,FoliarFungicide,8/23/12,Andropogon gerardi,20
E244,2012,129,FoliarFungicide,8/23/12,Bare ground,3
E244,2012,129,FoliarFungicide,8/23/12,Lespedeza capitata,4
E244,2012,129,FoliarFungicide,8/23/12,Liatris aspera,3
E244,2012,129,FoliarFungicide,8/23/12,Schizachyrium scoparium,20
E244,2012,129,FoliarFungicide,8/23/12,Solidago rigida,5
E244,2012,129,FoliarFungicide,8/23/12,Sorghastrum nutans,15
E244,2012,130,Insecticide,8/23/12,Achillea millefolium,10
E244,2012,130,Insecticide,8/23/12,Amorpha canescens,8
E244,2012,130,Insecticide,8/23/12,Andropogon gerardi,8
E244,2012,130,Insecticide,8/23/12,Bare ground,10
E244,2012,130,Insecticide,8/23/12,Coreopsis palmata,2
E244,2012,130,Insecticide,8/23/12,Lespedeza capitata,4
E244,2012,130,Insecticide,8/23/12,Lupinus perennis,8
E244,2012,130,Insecticide,8/23/12,Petalostemum purpureum,10
E244,2012,130,Insecticide,8/23/12,Poa pratensis,10
E244,2012,130,Insecticide,8/23/12,Sorghastrum nutans,30
E244,2012,131,AllPesticides,8/23/12,Aristida basiramea,30
E244,2012,131,AllPesticides,8/23/12,Bare ground,41
E244,2012,131,AllPesticides,8/23/12,Cyperus sp.,3
E244,2012,131,AllPesticides,8/23/12,Euphorbia glyptosperma,1
E244,2012,131,AllPesticides,8/23/12,Mosses 2,15
E244,2012,131,AllPesticides,8/23/12,Schizachyrium scoparium,10
E244,2012,132,Control,8/23/12,Aristida basiramea,50
E244,2012,132,Control,8/23/12,Bare ground,28
E244,2012,132,Control,8/23/12,Cyperus sp.,7
E244,2012,132,Control,8/23/12,Digitaria sp.,3
E244,2012,132,Control,8/23/12,Mollugo verticillata,2
E244,2012,132,Control,8/23/12,Mosses 2,10
E244,2012,133,Insecticide,8/23/12,Aristida basiramea,50
E244,2012,133,Insecticide,8/23/12,Bare ground,25
E244,2012,133,Insecticide,8/23/12,Cyperus sp.,6
E244,2012,133,Insecticide,8/23/12,Digitaria sp.,6
E244,2012,133,Insecticide,8/23/12,Euphorbia glyptosperma,1
E244,2012,133,Insecticide,8/23/12,Koeleria cristata,5
E244,2012,133,Insecticide,8/23/12,Mosses 2,7
E244,2012,134,FoliarFungicide,8/23/12,Aristida basiramea,50
E244,2012,134,FoliarFungicide,8/23/12,Cyperus sp.,3
E244,2012,134,FoliarFungicide,8/23/12,Mollugo verticillata,2
E244,2012,134,FoliarFungicide,8/23/12,Mosses 2,10
E244,2012,134,FoliarFungicide,8/23/12,Taraxicum officinalis,1
E244,2012,135,SoilDrenchFungicide,8/23/12,Aristida basiramea,50
E244,2012,135,SoilDrenchFungicide,8/23/12,Bare ground,40
E244,2012,135,SoilDrenchFungicide,8/23/12,Mollugo verticillata,1
E244,2012,135,SoilDrenchFungicide,8/23/12,Mosses 2,4
E244,2012,135,SoilDrenchFungicide,8/23/12,Schizachyrium scoparium,3
E244,2012,135,SoilDrenchFungicide,8/23/12,Trifolium sp.,2
E244,2012,136,AllPesticides,8/23/12,Achillea millefolium,2
E244,2012,136,AllPesticides,8/23/12,Andropogon gerardi,61
E244,2012,136,AllPesticides,8/23/12,Aster azureus,2
E244,2012,136,AllPesticides,8/23/12,Liatris aspera,8
E244,2012,136,AllPesticides,8/23/12,Monarda fistulosa,12
E244,2012,136,AllPesticides,8/23/12,Sorghastrum nutans,15
E244,2012,137,Insecticide,8/23/12,Achillea millefolium,8
E244,2012,137,Insecticide,8/23/12,Andropogon gerardi,62
E244,2012,137,Insecticide,8/23/12,Lespedeza capitata,2
E244,2012,137,Insecticide,8/23/12,Liatris aspera,10
E244,2012,137,Insecticide,8/23/12,Monarda fistulosa,2
E244,2012,137,Insecticide,8/23/12,Poa pratensis,10
E244,2012,137,Insecticide,8/23/12,Sorghastrum nutans,6
E244,2012,138,Control,8/23/12,Andropogon gerardi,33
E244,2012,138,Control,8/23/12,Aster azureus,30
E244,2012,138,Control,8/23/12,Monarda fistulosa,30
E244,2012,138,Control,8/23/12,Poa pratensis,7
E244,2012,139,SoilDrenchFungicide,8/23/12,Achillea millefolium,8
E244,2012,139,SoilDrenchFungicide,8/23/12,Andropogon gerardi,65
E244,2012,139,SoilDrenchFungicide,8/23/12,Monarda fistulosa,4
E244,2012,139,SoilDrenchFungicide,8/23/12,Panicum virgatum,4
E244,2012,139,SoilDrenchFungicide,8/23/12,Petalostemum purpureum,1
E244,2012,139,SoilDrenchFungicide,8/23/12,Poa pratensis,15
E244,2012,139,SoilDrenchFungicide,8/23/12,Solidago rigida,3
E244,2012,140,FoliarFungicide,8/23/12,Andropogon gerardi,40
E244,2012,140,FoliarFungicide,8/23/12,Aster azureus,10
E244,2012,140,FoliarFungicide,8/23/12,Koeleria cristata,5
E244,2012,140,FoliarFungicide,8/23/12,Poa pratensis,15
E244,2012,140,FoliarFungicide,8/23/12,Schizachyrium scoparium,10
E244,2012,140,FoliarFungicide,8/23/12,Solidago rigida,20
E244,2012,141,FoliarFungicide,8/23/12,Bare ground,55
E244,2012,141,FoliarFungicide,8/23/12,Bouteloua gracilis,2
E244,2012,141,FoliarFungicide,8/23/12,Mosses 3,5
E244,2012,141,FoliarFungicide,8/23/12,Schizachyrium scoparium,38
E244,2012,142,Control,8/23/12,Ambrosia artemisiifolia elatior,4
E244,2012,142,Control,8/23/12,Bare ground,21
E244,2012,142,Control,8/23/12,Cyperus sp.,2
E244,2012,142,Control,8/23/12,Lepidium densiflorum,2
E244,2012,142,Control,8/23/12,Mosses 2,15
E244,2012,142,Control,8/23/12,Mosses 3,20
E244,2012,142,Control,8/23/12,Schizachyrium scoparium,35
E244,2012,142,Control,8/23/12,Taraxicum officinalis,1
E244,2012,143,SoilDrenchFungicide,8/23/12,Leptoloma cognatum,1
E244,2012,143,SoilDrenchFungicide,8/23/12,Mollugo verticillata,1
E244,2012,143,SoilDrenchFungicide,8/23/12,Mosses,10
E244,2012,143,SoilDrenchFungicide,8/23/12,Mosses 2,3
E244,2012,143,SoilDrenchFungicide,8/23/12,Mosses 3,60
E244,2012,143,SoilDrenchFungicide,8/23/12,Schizachyrium scoparium,25
E244,2012,144,Insecticide,8/23/12,Bare ground,13
E244,2012,144,Insecticide,8/23/12,Crepis tectorum,2
E244,2012,144,Insecticide,8/23/12,Lupinus perennis,10
E244,2012,144,Insecticide,8/23/12,Mosses,20
E244,2012,144,Insecticide,8/23/12,Mosses 2,2
E244,2012,144,Insecticide,8/23/12,Mosses 3,3
E244,2012,144,Insecticide,8/23/12,Schizachyrium scoparium,50
E244,2012,145,AllPesticides,8/23/12,Ambrosia artemisiifolia elatior,1
E244,2012,145,AllPesticides,8/23/12,Bare ground,6
E244,2012,145,AllPesticides,8/23/12,Mollugo verticillata,3
E244,2012,145,AllPesticides,8/23/12,Mosses,20
E244,2012,145,AllPesticides,8/23/12,Mosses 2,30
E244,2012,145,AllPesticides,8/23/12,Schizachyrium scoparium,40
E244,2012,146,Insecticide,8/23/12,Andropogon gerardi,8
E244,2012,146,Insecticide,8/23/12,Bare ground,1
E244,2012,146,Insecticide,8/23/12,Cyperus sp.,5
E244,2012,146,Insecticide,8/23/12,Digitaria sp.,1
E244,2012,146,Insecticide,8/23/12,Mosses 2,25
E244,2012,146,Insecticide,8/23/12,Sorghastrum nutans,60
E244,2012,147,AllPesticides,8/23/12,Andropogon gerardi,5
E244,2012,147,AllPesticides,8/23/12,Aristida basiramea,2
E244,2012,147,AllPesticides,8/23/12,Bare ground,36
E244,2012,147,AllPesticides,8/23/12,Bouteloua gracilis,4
E244,2012,147,AllPesticides,8/23/12,Leptoloma cognatum,2
E244,2012,147,AllPesticides,8/23/12,Lupinus perennis,1
E244,2012,147,AllPesticides,8/23/12,Mosses 2,15
E244,2012,147,AllPesticides,8/23/12,Sorghastrum nutans,35
E244,2012,148,Control,8/23/12,Andropogon gerardi,5
E244,2012,148,Control,8/23/12,Aristida basiramea,3
E244,2012,148,Control,8/23/12,Bare ground,46
E244,2012,148,Control,8/23/12,Cyperus sp.,3
E244,2012,148,Control,8/23/12,Mollugo verticillata,3
E244,2012,148,Control,8/23/12,Sorghastrum nutans,40
E244,2012,149,FoliarFungicide,8/23/12,Aristida basiramea,3
E244,2012,149,FoliarFungicide,8/23/12,Bare ground,46
E244,2012,149,FoliarFungicide,8/23/12,Cyperus sp.,5
E244,2012,149,FoliarFungicide,8/23/12,Lupinus perennis,4
E244,2012,149,FoliarFungicide,8/23/12,Miscellaneous litter,3
E244,2012,149,FoliarFungicide,8/23/12,Mosses 2,8
E244,2012,149,FoliarFungicide,8/23/12,Physalis virginiana,2
E244,2012,149,FoliarFungicide,8/23/12,Schizachyrium scoparium,4
E244,2012,149,FoliarFungicide,8/23/12,Sorghastrum nutans,25
E244,2012,150,SoilDrenchFungicide,8/23/12,Aristida basiramea,1
E244,2012,150,SoilDrenchFungicide,8/23/12,Bare ground,37
E244,2012,150,SoilDrenchFungicide,8/23/12,Cyperus sp.,2
E244,2012,150,SoilDrenchFungicide,8/23/12,Mosses 2,25
E244,2012,150,SoilDrenchFungicide,8/23/12,Sorghastrum nutans,35
E244,2012,151,AllPesticides,8/24/12,Bare ground,22
E244,2012,151,AllPesticides,8/24/12,Cyperus sp.,2
E244,2012,151,AllPesticides,8/24/12,Koeleria cristata,1
E244,2012,151,AllPesticides,8/23/12,Lespedeza capitata,13
E244,2012,151,AllPesticides,8/24/12,Miscellaneous litter,3
E244,2012,151,AllPesticides,8/24/12,Mosses,3
E244,2012,151,AllPesticides,8/24/12,Poa pratensis,1
E244,2012,151,AllPesticides,8/24/12,Schizachyrium scoparium,50
E244,2012,151,AllPesticides,8/24/12,Sorghastrum nutans,5
E244,2012,152,FoliarFungicide,8/24/12,Bare ground,11
E244,2012,152,FoliarFungicide,8/24/12,Bouteloua gracilis,4
E244,2012,152,FoliarFungicide,8/24/12,Cyperus sp.,3
E244,2012,152,FoliarFungicide,8/24/12,Lespedeza capitata,10
E244,2012,152,FoliarFungicide,8/24/12,Lupinus perennis,4
E244,2012,152,FoliarFungicide,8/24/12,Poa pratensis,8
E244,2012,152,FoliarFungicide,8/24/12,Schizachyrium scoparium,55
E244,2012,152,FoliarFungicide,8/24/12,Sorghastrum nutans,5
E244,2012,153,SoilDrenchFungicide,8/24/12,Bare ground,23
E244,2012,153,SoilDrenchFungicide,8/24/12,Cyperus sp.,4
E244,2012,153,SoilDrenchFungicide,8/24/12,Lespedeza capitata,10
E244,2012,153,SoilDrenchFungicide,8/24/12,Miscellaneous litter,5
